age,sport_licence,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
65.0,0,0,4687.0,2.0,0.75,644.0,1204.43,500.0,777.0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,0,5,4280.0,2.0,0.77,615.0,5000.0,500.0,373.0,0,1,0,0,0,0,0,0,0,0,1,0
38.0,1,0,2173.0,2.0,0.46,693.0,1086.19,3763.365375700911,782.0,0,0,0,0,0,1,0,0,1,0,0,0
71.0,0,2,4628.0,2.0,0.78,717.2,704.03,24566.586071653215,745.0,0,0,0,0,0,0,0,1,1,0,0,0
31.0,0,2,4797.0,0.0,0.58,663.0,5000.0,9911.22582326303,501.0,0,0,0,1,0,0,0,0,0,0,1,0
20.0,0,0,3624.0,0.0,0.86,502.0,5000.0,500.0,1754.0,1,0,0,0,0,0,0,0,0,1,0,0
44.0,0,1,1787.0,3.0,0.44,765.0,10000.0,500.0,344.0,0,0,0,0,1,0,0,0,0,0,1,0
41.0,1,2,2836.0,1.0,0.15,516.0,5000.0,500.0,1787.0,1,0,0,0,0,0,0,0,0,0,0,1
28.0,0,6,4466.0,2.0,0.34,369.0,5000.0,26843.61226337767,1920.0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,0,6,500.0,5.0,0.98,644.0,5000.0,500.0,1429.0,0,0,0,0,0,1,0,0,1,0,0,0
65.0,0,6,2476.0,2.0,0.36,485.0,10000.0,14320.295219647898,2183.0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,1,1,3258.0,4.0,0.86,550.0,5000.0,21421.379721887948,963.0,0,1,0,0,0,0,0,0,0,0,1,0
25.0,1,1,2974.0,5.0,0.78,576.6,5000.0,14974.19121062256,2190.0,0,0,0,1,0,0,0,0,1,0,0,0
31.0,0,1,500.0,3.0,0.35,670.8,10000.0,500.0,1416.0,1,0,0,0,0,0,0,0,0,0,0,1
56.0,1,0,3145.0,1.0,0.57,621.0,971.08,500.0,857.0,0,0,0,0,1,0,0,0,0,0,1,0
54.0,1,5,2513.0,1.0,0.85,639.8,10000.0,15466.498817494508,2196.0,0,1,0,0,0,0,0,0,0,0,0,1
70.0,0,0,4483.0,4.0,0.9,804.0,7056.764,23580.485140549903,398.0,0,0,0,0,0,0,0,1,1,0,0,0
74.0,0,5,1372.0,2.0,0.85,311.0,548.34,500.0,1521.0,0,1,0,0,0,0,0,0,0,0,1,0
26.0,1,5,1191.0,3.0,0.93,430.8,4424.89,500.0,607.0,0,0,1,0,0,0,0,0,0,0,1,0
54.0,1,6,2374.0,0.0,0.46,816.0,10000.0,31540.66438672988,2200.0,0,0,0,0,0,0,0,1,1,0,0,0
55.0,1,2,4000.0,2.0,0.73,542.4,7000.0,500.0,413.0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,0,1,2163.0,4.0,0.91,600.2,10000.0,500.0,1609.0,0,1,0,0,0,0,0,0,0,0,0,1
61.0,1,6,2406.0,4.0,0.28,779.0,2779.254,33581.25319432047,625.0,0,0,0,0,0,0,1,0,0,1,0,0
64.0,1,5,1488.0,2.0,0.27,534.8,6070.204,25567.82025045327,2007.0,0,0,0,0,0,1,0,0,0,1,0,0
31.0,1,1,3517.0,1.0,0.53,544.0,5352.9220000000005,3770.4664092956295,761.0,0,1,0,0,0,0,0,0,0,0,1,0
61.0,1,6,2407.0,2.0,0.66,558.4,5000.0,4658.501555863989,1023.0,0,0,0,0,1,0,0,0,0,0,1,0
28.0,1,5,1808.0,5.0,0.95,642.4,10000.0,35199.24968214522,1065.0,0,0,0,0,0,0,1,0,0,0,1,0
55.0,1,0,1217.0,1.0,0.39,655.0,7087.556,500.0,1705.0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,0,0,2414.0,0.0,0.42,623.0,5000.0,500.0,1645.0,0,0,0,0,1,0,0,0,0,0,0,1
60.0,1,5,3742.0,3.0,0.25,525.0,781.93,500.0,738.0,0,0,1,0,0,0,0,0,0,0,0,1
63.0,0,2,3836.0,0.0,0.2,654.4,7000.0,14931.5320834179,1180.0,0,0,0,0,0,0,0,1,0,0,0,1
44.0,1,0,3994.0,0.0,0.91,443.0,7066.034,500.0,990.0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,0,2,2989.0,4.0,0.04,595.0,5000.0,12229.95280457813,849.0,0,0,0,0,1,0,0,0,0,1,0,0
47.0,1,0,500.0,3.0,0.86,559.0,457.37,500.0,1845.0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,1,6,954.0,3.0,0.65,580.0,3359.7239999999997,32459.69464009423,1009.0,0,1,0,0,0,0,0,0,0,0,0,1
70.0,1,1,1847.0,2.0,0.44,428.2,789.75,500.0,331.0,0,1,0,0,0,0,0,0,0,0,1,0
75.0,0,1,3776.0,2.0,0.98,608.0,7000.0,12526.507075535286,543.0,0,0,0,0,0,0,1,0,0,0,1,0
55.0,0,0,500.0,3.0,0.56,637.0,682.02,500.0,2119.0,0,0,0,0,0,0,0,1,1,0,0,0
65.0,0,0,2224.0,1.0,0.92,576.2,5000.0,1407.8691143482913,1504.0,1,0,0,0,0,0,0,0,0,1,0,0
66.0,1,5,1187.0,2.0,0.14,613.8,10000.0,5320.129056698557,1708.0,0,0,0,0,0,1,0,0,0,0,1,0
26.0,1,6,1833.0,1.0,0.43,523.0,783.96,22104.480358947632,1480.0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,1,5,2361.0,3.0,0.86,557.0,10000.0,22933.21627026551,923.0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,1,1,3917.0,3.0,0.05,659.0,5000.0,500.0,2229.0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,1,1,3473.0,3.0,0.02,730.0,10000.0,8481.375380806485,1583.0,1,0,0,0,0,0,0,0,0,0,1,0
70.0,1,2,2771.0,5.0,0.67,750.0,7000.0,500.0,2008.0,0,0,1,0,0,0,0,0,0,0,1,0
61.0,0,2,2103.0,4.0,0.59,607.0,856.01,10051.55635890977,417.0,0,0,0,0,1,0,0,0,0,0,0,1
23.0,0,6,1233.0,0.0,0.38,431.0,4368.658,21868.545933568257,784.0,0,1,0,0,0,0,0,0,1,0,0,0
41.0,0,0,2372.0,2.0,0.38,507.2,4242.2,500.0,403.0,0,0,0,0,0,0,0,1,0,1,0,0
18.0,0,1,1691.0,4.0,0.86,601.4,5000.0,500.0,1468.0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,0,1,1889.0,2.0,0.63,522.0,10000.0,500.0,744.0,0,0,0,1,0,0,0,0,0,0,1,0
49.0,0,6,1895.0,2.0,0.64,514.0,5000.0,500.0,1041.0,0,0,0,1,0,0,0,0,0,0,1,0
58.0,0,5,531.0,4.0,0.53,480.0,5000.0,8950.288958770454,1895.0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,1,6,3568.0,2.0,0.44,574.0,5000.0,31302.518701116813,900.0,0,0,0,0,0,0,0,1,1,0,0,0
54.0,0,0,3828.0,3.0,0.49,559.2,10000.0,500.0,1496.0,0,0,0,0,0,1,0,0,0,1,0,0
62.0,1,0,3401.0,0.0,0.9,789.0,10000.0,29666.38886169505,1366.0,0,0,0,0,0,0,0,1,0,1,0,0
19.0,0,0,1046.0,3.0,0.74,395.0,1204.27,500.0,1661.0,0,0,0,0,0,0,0,1,0,0,1,0
24.0,0,1,4522.0,2.0,0.26,534.0,5265.43,500.0,1672.0,0,0,0,0,0,1,0,0,0,0,1,0
27.0,0,6,3329.0,4.0,0.68,701.0,10000.0,29571.190441546645,1717.0,0,0,0,0,0,1,0,0,0,0,1,0
36.0,1,2,5731.125,5.0,0.32,534.8,10000.0,9747.12238551886,2125.0,0,0,0,0,0,1,0,0,0,0,0,1
71.0,1,0,5677.0,4.0,0.9,352.0,5000.0,500.0,1992.0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,0,5,1293.0,1.0,0.52,812.0,10000.0,500.0,1737.0,0,0,0,0,0,1,0,0,0,0,1,0
52.0,1,5,2490.0,3.0,0.2,472.8,511.73,500.0,2171.0,1,0,0,0,0,0,0,0,0,0,1,0
42.0,0,6,3582.0,3.0,0.13,603.2,10000.0,21656.705288511617,1720.0,0,0,0,0,0,0,1,0,0,1,0,0
32.0,0,2,2349.0,3.0,0.31,614.0,5457.296,3475.292708429306,1087.0,0,0,1,0,0,0,0,0,1,0,0,0
42.0,1,1,4780.0,3.0,0.81,788.0,3356.2599999999998,22786.535751279083,1474.0,0,0,0,0,1,0,0,0,0,0,1,0
68.0,1,2,500.0,1.0,0.96,561.0,429.38,10222.903479506209,823.0,0,1,0,0,0,0,0,0,0,0,0,1
41.0,1,0,2976.0,2.0,0.91,491.0,10000.0,500.0,879.0,0,0,0,1,0,0,0,0,1,0,0,0
52.0,0,1,3126.0,2.0,0.66,623.2,5000.0,12133.434758795634,1106.0,1,0,0,0,0,0,0,0,1,0,0,0
51.0,0,2,2599.0,3.0,0.08,619.2,1226.34,24111.650847522527,1619.0,0,0,0,0,0,0,1,0,0,1,0,0
68.0,1,5,2121.0,3.0,0.52,536.0,5000.0,16707.320410262688,2231.0,0,0,0,0,1,0,0,0,1,0,0,0
56.0,1,6,2199.0,4.0,0.91,535.0,5000.0,500.0,1467.0,1,0,0,0,0,0,0,0,1,0,0,0
43.0,0,1,1895.0,4.0,0.38,590.0,5000.0,500.0,566.0,0,0,0,1,0,0,0,0,0,0,1,0
55.0,0,1,1371.0,2.0,0.64,547.6,10000.0,500.0,1874.0,0,0,0,1,0,0,0,0,1,0,0,0
35.0,0,6,3178.0,2.0,0.44,613.2,5216.35,10190.207082333322,2271.0,0,0,0,0,0,1,0,0,0,0,1,0
72.0,0,6,1085.0,1.0,0.87,581.4,5000.0,500.0,1057.0,0,0,0,0,0,1,0,0,0,0,1,0
40.0,0,6,3100.0,5.0,0.32,548.6,5000.0,12870.396799192902,1975.0,1,0,0,0,0,0,0,0,0,0,1,0
66.0,1,6,2070.0,2.0,0.01,782.0,10000.0,5333.960879065305,328.0,0,0,0,0,0,0,0,1,0,0,1,0
58.0,1,6,4116.0,3.0,0.08,710.2,5380.304,39913.545442220304,510.0,1,0,0,0,0,0,0,0,0,1,0,0
38.0,0,2,3301.0,2.0,0.85,500.6,987.48,500.0,1961.0,0,0,0,0,0,1,0,0,0,0,1,0
47.0,0,6,1814.0,4.0,0.77,562.6,425.13,5861.601369813137,689.0,0,0,0,0,0,1,0,0,0,1,0,0
18.0,0,5,2895.0,1.0,0.87,558.0,497.32,3691.353682371367,1282.0,0,0,0,1,0,0,0,0,0,0,0,1
44.0,1,0,1134.0,3.0,0.93,531.4,932.49,500.0,1177.0,1,0,0,0,0,0,0,0,0,0,0,1
66.0,1,2,2461.0,2.0,0.25,623.6,5000.0,13321.319313721186,464.0,0,1,0,0,0,0,0,0,0,0,1,0
32.0,1,5,1518.0,2.0,0.17,473.0,10000.0,20258.69713971608,1369.0,0,0,0,0,0,1,0,0,0,0,1,0
19.0,0,1,2287.0,1.0,0.7,817.0,10000.0,500.0,1081.0,0,0,0,0,0,1,0,0,1,0,0,0
48.0,1,1,2324.0,5.0,0.54,591.6,5000.0,500.0,1957.0,0,0,0,1,0,0,0,0,0,0,1,0
64.0,0,0,2989.0,2.0,0.39,500.6,8155.88,500.0,1177.0,0,0,0,0,1,0,0,0,0,0,1,0
18.0,1,5,3086.0,2.0,1.0,302.0,5346.116,31670.335398632793,729.0,0,0,0,0,0,1,0,0,0,1,0,0
26.0,0,1,3587.0,4.0,0.68,696.4,10000.0,5624.842961073869,1042.0,0,1,0,0,0,0,0,0,0,0,0,1
24.0,0,5,2189.0,2.0,0.63,508.2,10000.0,500.0,1776.0,0,0,0,0,1,0,0,0,1,0,0,0
23.0,1,1,2121.0,3.0,0.65,301.0,10000.0,10090.280141473597,692.0,1,0,0,0,0,0,0,0,1,0,0,0
71.0,1,2,2907.0,3.0,0.64,740.8,5000.0,22790.56904739361,928.0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,1,6,2968.0,0.0,0.65,475.4,10000.0,500.0,1137.0,0,0,0,0,1,0,0,0,1,0,0,0
72.0,0,5,1413.0,5.0,0.58,521.0,873.89,8398.433450596822,1341.0,0,1,0,0,0,0,0,0,0,0,1,0
43.0,1,0,2512.0,2.0,0.15,752.8,10000.0,24858.58912508387,1055.0,0,0,0,0,0,0,0,1,0,0,1,0
74.0,1,1,3011.0,1.0,0.6,619.0,10000.0,16429.714267810396,2104.0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,0,2,2404.0,2.0,0.57,395.0,10000.0,500.0,2192.0,0,0,0,0,1,0,0,0,0,0,0,1
62.0,1,0,1296.0,3.0,0.6,635.0,10000.0,500.0,409.0,0,0,1,0,0,0,0,0,0,0,0,1
40.0,0,5,1197.0,1.0,0.02,567.2,5000.0,12046.957747907947,812.0,0,0,0,0,0,0,0,1,0,0,0,1
29.0,1,6,500.0,2.0,0.45,665.0,6119.13,21541.000792745766,1982.0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,0,5,3542.0,0.0,0.75,665.2,5296.798,21249.6816805135,952.0,0,0,0,0,0,1,0,0,0,0,1,0
67.0,0,0,500.0,4.0,0.2,524.4,5000.0,500.0,1745.0,1,0,0,0,0,0,0,0,0,1,0,0
73.0,1,1,2011.0,4.0,0.62,594.8,4228.742,500.0,1567.0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,1,5,679.0,3.0,0.54,704.0,5000.0,500.0,1658.0,0,0,0,0,1,0,0,0,0,0,1,0
30.0,0,6,3917.0,0.0,0.91,479.0,10000.0,3687.2000423902095,1036.0,0,0,1,0,0,0,0,0,0,1,0,0
46.0,1,5,1376.0,2.0,0.62,834.0,2488.856,500.0,334.0,0,0,1,0,0,0,0,0,0,0,1,0
28.0,0,5,3210.0,2.0,0.21,535.4,1019.91,9263.457047040934,339.0,0,0,1,0,0,0,0,0,0,0,1,0
71.0,1,6,4141.0,4.0,0.12,461.0,5000.0,29714.971324441485,821.0,1,0,0,0,0,0,0,0,0,0,1,0
55.0,1,2,2599.0,3.0,0.96,549.6,5194.872,500.0,1960.0,0,0,0,0,0,0,1,0,0,0,1,0
68.0,0,0,2351.0,3.0,0.7,496.2,10000.0,500.0,347.0,0,0,0,0,1,0,0,0,0,0,1,0
45.0,0,0,1362.0,5.0,0.83,461.2,7174.183999999999,500.0,2229.0,1,0,0,0,0,0,0,0,0,0,1,0
52.0,1,6,3146.0,4.0,0.27,625.4,5000.0,14712.236943974063,730.0,0,0,1,0,0,0,0,0,0,0,1,0
40.0,0,1,2214.0,1.0,0.21,502.0,4454.494000000001,1434.4868463231576,406.0,0,0,0,0,1,0,0,0,0,1,0,0
65.0,1,6,1737.0,1.0,0.56,552.0,4134.404,24727.910347524048,1743.0,0,1,0,0,0,0,0,0,0,1,0,0
19.0,1,2,3849.0,2.0,0.47,553.2,716.14,38531.31065496543,394.0,0,0,0,0,0,0,1,0,0,0,0,1
74.0,0,6,500.0,2.0,1.0,597.0,1579.64,18893.94049952263,1105.0,0,1,0,0,0,0,0,0,0,0,1,0
37.0,0,2,2821.0,5.0,0.53,615.0,10000.0,10327.666763148058,1324.0,1,0,0,0,0,0,0,0,0,0,1,0
39.0,1,2,1761.0,2.0,0.59,568.2,10000.0,23625.094535198965,1188.0,0,1,0,0,0,0,0,0,1,0,0,0
67.0,0,6,3095.0,2.0,0.23,562.8,1489.01,6704.007734065711,2133.0,0,0,1,0,0,0,0,0,0,0,1,0
61.0,1,2,3443.0,3.0,0.83,546.4,5000.0,18647.06056678005,1775.0,0,0,0,0,0,0,1,0,0,0,1,0
68.0,0,0,2704.0,2.0,0.02,531.6,484.54,500.0,619.0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0,0,3334.0,3.0,0.19,617.6,703.82,500.0,1778.0,0,0,0,0,0,0,1,0,0,0,1,0
67.0,0,6,3505.0,3.0,0.74,673.8,5000.0,11631.259559968592,619.0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,0,5,2093.0,2.0,0.48,503.0,10000.0,21984.782657532254,1737.0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,0,0,1647.0,0.0,0.41,631.0,10000.0,500.0,1751.0,1,0,0,0,0,0,0,0,0,1,0,0
32.0,0,6,636.0,2.0,0.07,620.0,1274.01,25509.828333795755,817.0,0,0,0,0,1,0,0,0,0,0,1,0
25.0,0,6,1545.0,2.0,0.88,490.0,656.64,20007.60148801386,1505.0,0,0,0,1,0,0,0,0,0,0,0,1
27.0,1,6,1760.0,3.0,0.09,598.6,5205.204,500.0,1303.0,0,0,0,1,0,0,0,0,0,0,1,0
35.0,0,0,5731.125,5.0,0.88,399.0,5000.0,500.0,1167.0,0,0,0,0,0,0,0,1,0,0,1,0
73.0,1,2,625.0,4.0,0.12,525.0,5000.0,25669.544147114568,526.0,1,0,0,0,0,0,0,0,0,0,1,0
67.0,0,1,1713.0,2.0,0.23,660.8,5000.0,500.0,1042.0,0,0,0,1,0,0,0,0,0,1,0,0
73.0,1,0,4590.0,5.0,0.85,542.6,5000.0,500.0,774.0,0,0,0,0,1,0,0,0,1,0,0,0
26.0,0,1,4050.0,3.0,0.87,446.8,330.17,500.0,936.0,0,1,0,0,0,0,0,0,0,1,0,0
61.0,0,2,2748.0,3.0,0.63,601.0,5000.0,9434.659540117997,1855.0,0,0,0,0,0,0,0,1,0,1,0,0
69.0,0,0,3818.0,0.0,0.25,406.0,5000.0,6310.894952435596,622.0,0,0,0,0,0,0,0,1,0,0,1,0
57.0,1,5,2388.0,2.0,0.74,525.4,920.1,26779.77125009917,878.0,0,0,0,0,0,0,0,1,0,0,1,0
67.0,1,6,500.0,3.0,0.94,583.0,5000.0,20052.53611447455,669.0,0,0,0,1,0,0,0,0,0,0,0,1
46.0,1,2,2302.0,3.0,0.04,592.0,4219.858,500.0,2013.0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,0,1,500.0,2.0,0.85,621.0,10000.0,500.0,1003.0,0,0,0,1,0,0,0,0,0,0,0,1
63.0,0,1,4769.0,4.0,0.57,624.2,2397.078,4036.323974507442,1890.0,0,0,0,0,0,1,0,0,1,0,0,0
71.0,0,6,2844.0,2.0,0.31,698.0,498.67,500.0,1798.0,0,0,1,0,0,0,0,0,1,0,0,0
73.0,0,6,3031.0,4.0,0.21,646.0,5000.0,27494.043447307995,1875.0,0,0,0,0,0,1,0,0,0,0,1,0
38.0,0,5,1969.0,4.0,0.97,825.0,7167.5,500.0,1458.0,1,0,0,0,0,0,0,0,0,0,1,0
29.0,1,0,1515.0,3.0,0.51,680.4,1042.26,500.0,1085.0,0,0,0,0,0,1,0,0,1,0,0,0
54.0,1,2,2477.0,1.0,0.98,422.8,6156.154,500.0,1767.0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,0,0,2272.0,3.0,0.48,430.0,10000.0,3340.3206014360453,1871.0,1,0,0,0,0,0,0,0,0,0,0,1
65.0,1,5,2844.0,2.0,0.73,513.0,5000.0,7918.3760303489635,1245.0,0,0,0,0,1,0,0,0,1,0,0,0
46.0,0,5,2403.0,4.0,0.84,567.2,10000.0,4652.61609834892,2235.0,0,0,1,0,0,0,0,0,1,0,0,0
42.0,1,1,2096.0,3.0,0.88,490.0,5000.0,500.0,2079.0,0,0,0,0,0,0,1,0,1,0,0,0
66.0,0,1,2170.0,5.0,0.7,361.0,5147.692,2109.7498014255993,1947.0,0,0,0,1,0,0,0,0,0,0,1,0
53.0,0,6,1615.0,5.0,0.11,687.8,5000.0,11933.705374909388,1257.0,0,0,1,0,0,0,0,0,0,0,1,0
63.0,1,1,1430.0,3.0,0.83,501.8,6470.162,10662.337309807588,688.0,1,0,0,0,0,0,0,0,0,0,1,0
66.0,1,1,3821.0,4.0,0.6,825.0,5000.0,22475.791534768337,570.0,0,0,0,0,1,0,0,0,0,0,0,1
69.0,1,6,2004.0,4.0,0.84,785.0,5000.0,31746.36279552806,1595.0,0,0,0,0,0,1,0,0,0,0,1,0
32.0,0,1,2671.0,2.0,0.9,527.8,5000.0,500.0,726.0,1,0,0,0,0,0,0,0,1,0,0,0
19.0,1,2,3294.0,4.0,0.74,547.2,10000.0,20083.799078767785,1382.0,0,0,0,0,0,1,0,0,0,0,0,1
41.0,0,5,2447.0,4.0,0.54,618.2,5000.0,17799.342438982523,1764.0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,0,0,2110.0,3.0,0.76,480.6,5000.0,500.0,1550.0,0,1,0,0,0,0,0,0,0,0,1,0
35.0,1,6,1163.0,3.0,0.81,615.6,1276.69,500.0,1267.0,0,0,0,1,0,0,0,0,0,0,1,0
35.0,0,5,2692.0,2.0,0.94,637.0,10000.0,23212.52965004251,1411.0,0,0,0,0,1,0,0,0,0,0,0,1
40.0,1,5,2319.0,4.0,0.19,566.2,5000.0,7802.151982839824,607.0,0,0,0,0,0,0,0,1,0,0,1,0
37.0,0,0,1434.0,5.0,0.06,554.2,5000.0,2758.344639080622,2072.0,0,0,0,0,0,0,1,0,0,1,0,0
47.0,0,0,2904.0,3.0,0.95,368.0,7154.702,6653.182732057208,691.0,0,0,0,0,0,0,1,0,0,0,1,0
18.0,1,6,3558.0,4.0,0.12,774.0,5425.088,20479.891924403964,385.0,0,0,1,0,0,0,0,0,1,0,0,0
43.0,0,1,1662.0,2.0,0.05,349.0,1170.58,10516.072100230283,410.0,1,0,0,0,0,0,0,0,1,0,0,0
54.0,1,6,2256.0,3.0,0.52,837.0,895.01,710.9803736776076,2237.0,0,0,1,0,0,0,0,0,0,0,0,1
22.0,1,5,1324.0,5.0,0.64,606.8,7152.972,13812.433639724204,316.0,0,0,1,0,0,0,0,0,0,0,0,1
46.0,0,6,722.0,3.0,0.53,577.4,10000.0,14732.231477075533,1391.0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,1,5,4575.0,5.0,0.66,558.4,5000.0,35429.88270013368,866.0,0,0,0,0,0,1,0,0,0,0,1,0
25.0,0,2,2135.0,0.0,0.17,433.0,5000.0,500.0,2248.0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,6,3460.0,1.0,0.16,553.4,4575.67,2691.7497447580113,875.0,1,0,0,0,0,0,0,0,0,0,0,1
55.0,1,5,2601.0,2.0,0.78,507.0,10000.0,29911.721662860076,1221.0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,0,0,3250.0,2.0,0.35,334.0,742.85,500.0,2128.0,0,0,0,0,1,0,0,0,0,0,0,1
66.0,1,6,1658.0,1.0,0.23,810.0,5000.0,500.0,1089.0,0,0,0,1,0,0,0,0,0,0,0,1
25.0,1,0,3686.0,0.0,0.86,655.0,7197.969999999999,6187.566829254596,1357.0,0,0,0,1,0,0,0,0,0,0,0,1
71.0,0,2,2591.0,3.0,0.16,497.8,5000.0,500.0,1116.0,0,0,0,0,1,0,0,0,0,0,1,0
52.0,0,0,3206.0,0.0,0.15,544.8,5000.0,3772.281134117141,1234.0,0,0,0,0,0,0,1,0,1,0,0,0
47.0,0,1,2917.0,4.0,0.95,651.4,10000.0,22358.420336895884,2019.0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,0,1,2736.0,3.0,0.28,486.0,10000.0,500.0,1319.0,0,1,0,0,0,0,0,0,0,0,0,1
69.0,0,0,2108.0,2.0,0.83,565.0,5360.904,9245.067939372077,1729.0,0,0,0,0,0,1,0,0,0,0,1,0
40.0,0,1,2259.0,2.0,0.65,528.4,4704.32,500.0,1742.0,0,0,0,0,0,0,0,1,0,1,0,0
40.0,0,1,500.0,3.0,0.86,476.0,10000.0,500.0,1962.0,0,0,0,1,0,0,0,0,0,0,1,0
30.0,0,1,1316.0,2.0,0.68,579.0,737.95,11205.575884144166,999.0,1,0,0,0,0,0,0,0,1,0,0,0
54.0,1,2,2715.0,2.0,0.66,738.0,4518.128000000001,31578.795246980608,826.0,0,1,0,0,0,0,0,0,0,0,1,0
73.0,1,6,2611.0,4.0,0.48,720.0,3349.978,13080.390952444215,612.0,1,0,0,0,0,0,0,0,0,0,1,0
62.0,0,1,3457.0,2.0,0.79,552.6,5000.0,500.0,829.0,0,1,0,0,0,0,0,0,0,0,1,0
56.0,0,2,3587.0,4.0,0.33,525.8,956.77,500.0,405.0,0,0,1,0,0,0,0,0,0,0,1,0
18.0,1,5,4318.0,2.0,0.29,313.0,2474.9519999999998,12444.18000177468,1732.0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,0,0,3656.0,3.0,0.95,591.8,1080.03,500.0,1599.0,0,0,0,0,1,0,0,0,0,0,1,0
35.0,1,6,4543.0,2.0,0.33,676.0,4346.334000000001,24172.545245851157,829.0,0,1,0,0,0,0,0,0,0,0,1,0
22.0,0,0,3595.0,0.0,0.66,584.0,911.03,500.0,1072.0,0,0,0,0,1,0,0,0,0,0,0,1
57.0,1,2,2477.0,5.0,0.81,524.4,3369.04,500.0,2187.0,0,0,1,0,0,0,0,0,0,0,1,0
34.0,0,5,2187.0,5.0,0.62,416.8,515.58,19108.037419473974,800.0,0,0,0,1,0,0,0,0,1,0,0,0
70.0,1,2,1284.0,5.0,0.78,832.0,460.86,2384.5536798229073,1875.0,0,0,0,0,0,0,1,0,0,0,1,0
71.0,1,6,500.0,4.0,0.09,532.0,333.72,500.0,600.0,0,0,0,0,0,1,0,0,0,0,1,0
24.0,1,1,2756.0,3.0,0.22,350.0,2698.922,500.0,991.0,0,0,0,0,0,1,0,0,0,1,0,0
46.0,0,2,2239.0,4.0,0.88,492.4,5138.584,500.0,1657.0,0,0,0,0,1,0,0,0,1,0,0,0
46.0,0,1,2182.0,0.0,0.46,572.4,720.3,500.0,1417.0,0,0,1,0,0,0,0,0,0,1,0,0
59.0,0,0,2327.0,3.0,0.28,618.0,5128.076,500.0,2022.0,0,0,0,0,0,1,0,0,0,1,0,0
37.0,1,1,516.0,3.0,0.2,440.6,10000.0,500.0,1558.0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,1,5,2742.0,4.0,0.06,619.0,4349.15,8523.903990408196,299.0,0,1,0,0,0,0,0,0,0,0,0,1
53.0,0,6,927.0,3.0,0.8,522.4,1536.68,4672.666816423604,985.0,0,0,0,0,1,0,0,0,0,0,1,0
69.0,0,5,731.0,3.0,0.89,652.0,896.17,5307.985327485585,2244.0,0,0,0,0,1,0,0,0,0,0,0,1
68.0,0,0,3026.0,3.0,0.29,490.0,4506.092,500.0,1696.0,0,0,0,0,0,1,0,0,0,0,1,0
70.0,0,0,3168.0,5.0,0.96,588.0,5000.0,500.0,686.0,0,0,1,0,0,0,0,0,0,1,0,0
51.0,1,2,3318.0,4.0,0.97,385.6,1318.05,500.0,1298.0,0,1,0,0,0,0,0,0,0,1,0,0
59.0,1,0,2150.0,4.0,0.64,520.8,10000.0,500.0,1498.0,0,0,0,0,0,1,0,0,0,0,1,0
26.0,0,2,1542.0,3.0,0.32,779.0,5000.0,500.0,824.0,0,0,0,0,0,0,1,0,0,0,0,1
59.0,0,1,1694.0,1.0,0.97,548.6,3577.41,500.0,1978.0,0,1,0,0,0,0,0,0,0,0,0,1
54.0,0,5,1830.0,2.0,0.5,428.0,6068.924,500.0,445.0,0,0,0,1,0,0,0,0,0,0,1,0
48.0,1,0,3843.0,4.0,0.39,567.8,5000.0,500.0,718.0,0,0,0,0,0,0,0,1,0,1,0,0
19.0,1,5,2040.0,3.0,0.55,535.4,851.24,500.0,637.0,1,0,0,0,0,0,0,0,0,0,1,0
29.0,1,0,500.0,4.0,0.72,429.4,3561.95,500.0,2167.0,1,0,0,0,0,0,0,0,0,1,0,0
